income,education_years,land_owned,age,employment_years,has_collateral,num_dependents,credit_score,district,gender,caste,loan_approved
127990,18,8.02,33,31,0,7,660,Pune,0,0,1
30215,0,0.792,35,9,0,5,444,Lucknow,1,1,0
24503,14,9.78,30,11,0,3,595,Kolkata,0,0,0
110457,9,7.87,54,7,0,4,703,Jaipur,0,0,1
105935,11,3.08,44,32,0,2,442,Chennai,0,1,0
39544,7,3.4280000000000004,51,37,0,1,556,Kolkata,0,1,0
91130,13,0.0,28,13,0,8,247,Kolkata,0,1,0
37354,0,0.36200000000000004,18,0,0,2,470,Kolkata,1,1,0
14945,5,0.738,30,0,1,5,46,Delhi,1,1,0
105089,0,1.5,47,0,0,4,177,Kolkata,1,0,0
92532,0,0.445,22,25,0,7,143,Kolkata,1,0,0
30429,0,0.30400000000000005,35,10,0,4,289,Jaipur,1,1,0
19202,0,0.337,31,0,0,7,443,Hyderabad,1,1,0
70419,12,5.68,30,38,0,4,702,Patna,0,0,1
195217,8,8.32,49,16,1,5,323,Jaipur,0,0,1
66237,9,2.33,24,17,1,4,183,Jaipur,1,0,0
38591,0,0.75,25,18,0,1,238,Lucknow,1,1,0
53100,10,0.843,67,19,1,5,282,Lucknow,1,1,0
57329,0,0.47000000000000003,24,11,1,6,441,Delhi,1,1,0
125369,8,1.56,69,5,0,2,479,Bhopal,0,1,0
91971,19,3.93,66,7,0,2,392,Delhi,0,0,0
59659,6,1.54,33,23,0,6,494,Hyderabad,1,0,0
28580,0,0.124,60,10,1,3,309,Kolkata,1,1,0
62693,3,1.4475,48,23,0,1,286,Hyderabad,1,0,0
35421,4,0.665,68,10,1,8,6,Bhopal,1,1,0
51036,14,1.0975,44,15,0,8,162,Hyderabad,1,0,0
16387,0,0.953,50,15,1,5,339,Jaipur,1,1,0
90640,0,2.4320000000000004,70,16,0,1,332,Hyderabad,0,1,0
135029,1,2.2,46,17,0,2,342,Kolkata,0,0,0
194830,20,4.79,25,11,1,4,500,Chennai,0,0,1
91272,14,6.75,50,40,1,4,847,Chennai,0,0,1
28953,9,0.81,58,14,0,8,345,Bhopal,1,0,0
196480,18,0.8,36,17,1,2,820,Mumbai,0,0,1
38317,4,2.3320000000000003,38,15,1,1,518,Jaipur,0,1,0
41291,8,0.9480000000000001,58,7,0,7,334,Hyderabad,1,1,0
113175,2,1.94,38,35,0,6,360,Hyderabad,0,1,0
140588,3,9.06,42,22,1,8,832,Bhopal,0,0,1
20148,0,3.34,59,21,0,2,451,Bhopal,0,1,0
52113,13,0.3675,40,30,0,5,313,Delhi,1,0,0
62482,4,1.77,28,24,1,4,657,Lucknow,1,0,0
93490,0,1.0875,50,15,0,4,600,Delhi,1,0,0
25215,0,0.25,37,11,0,7,97,Hyderabad,1,1,0
63417,6,2.748,42,32,0,0,609,Chennai,0,1,0
88353,0,1.8575,43,22,0,0,631,Delhi,1,0,0
44063,10,0.18000000000000002,57,31,0,2,326,Bhopal,1,1,0
26098,0,0.9140000000000001,69,0,0,1,415,Lucknow,1,1,0
58541,5,7.51,29,9,1,1,410,Mumbai,0,0,0
38387,13,9.33,49,0,1,1,511,Lucknow,0,0,0
70837,0,1.268,50,20,0,3,209,Pune,0,1,0
126737,0,3.7560000000000002,27,24,1,0,446,Lucknow,0,1,0
55251,4,0.9225,21,23,0,8,469,Patna,1,0,0
103433,10,0.21600000000000003,32,9,0,4,693,Lucknow,0,1,0
28252,7,0.763,68,0,0,4,213,Mumbai,1,1,0
87259,0,2.8160000000000003,23,19,1,8,430,Mumbai,0,1,0
38902,0,1.495,44,11,1,4,662,Lucknow,1,0,0
170930,2,4.9,22,39,0,7,618,Chennai,0,0,1
194761,6,0.32,22,6,0,0,482,Kolkata,0,0,0
38764,0,2.5,35,10,0,0,368,Lucknow,0,1,0
192558,10,4.17,45,20,1,3,426,Mumbai,0,0,1
19561,0,1.4,52,29,0,7,415,Mumbai,1,0,0
114277,15,1.7160000000000002,39,18,1,2,202,Hyderabad,0,1,0
26027,0,0.9660000000000001,51,6,0,0,529,Delhi,1,1,0
44265,8,0.6040000000000001,21,0,0,8,78,Chennai,1,1,0
12190,0,2.9960000000000004,35,9,0,8,725,Patna,0,1,0
42044,17,9.36,58,15,0,8,769,Kolkata,0,0,1
82260,11,5.92,68,10,1,8,604,Pune,0,0,0
53242,5,0.048,43,34,1,1,627,Chennai,0,1,0
13038,0,0.085,59,0,0,3,318,Hyderabad,1,0,0
13141,2,1.755,39,19,0,1,310,Pune,1,0,0
106670,0,1.116,64,2,0,6,411,Lucknow,0,1,0
35387,0,0.5790000000000001,50,0,0,2,23,Lucknow,1,1,0
63012,1,0.808,60,13,0,8,640,Hyderabad,0,1,0
108726,3,0.675,31,20,0,6,302,Mumbai,1,0,0
44725,17,5.05,48,2,1,7,732,Chennai,0,0,0
83598,5,2.44,27,0,0,8,202,Kolkata,1,0,0
119555,3,6.16,68,14,0,7,392,Bhopal,0,0,0
24496,20,9.36,41,19,0,6,577,Delhi,0,0,0
71447,16,9.59,38,21,1,8,384,Hyderabad,0,0,0
75792,10,0.8320000000000001,65,33,0,0,387,Pune,0,1,0
62875,0,0.311,25,24,0,3,443,Kolkata,1,1,0
67079,11,3.08,49,8,0,3,549,Bhopal,0,1,0
36608,12,3.468,48,2,0,4,655,Hyderabad,0,1,0
92800,0,1.2975,51,0,0,7,623,Chennai,1,0,0
25077,0,0.993,40,0,0,0,230,Kolkata,1,1,0
69157,0,0.048,42,15,0,5,539,Delhi,0,1,0
69975,3,0.30000000000000004,24,24,1,8,18,Chennai,1,1,0
19228,10,0.6230000000000001,36,0,0,7,208,Patna,1,1,0
36727,12,4.69,24,39,0,1,430,Pune,0,0,0
110081,5,1.17,64,37,0,6,683,Bhopal,0,0,1
137721,11,3.68,25,17,0,4,391,Delhi,0,0,0
53986,3,0.1,31,15,0,1,722,Delhi,0,1,0
96949,0,2.572,18,7,0,0,541,Chennai,0,1,0
99147,8,2.2325,30,14,0,1,243,Hyderabad,1,0,0
65352,5,0.885,20,27,0,5,272,Hyderabad,1,1,0
61816,0,2.8000000000000003,70,2,0,7,534,Delhi,0,1,0
171570,15,4.66,45,14,0,2,399,Kolkata,0,0,1
59712,0,2.048,55,37,1,4,480,Bhopal,0,1,0
115523,0,0.548,68,32,0,1,382,Mumbai,0,1,0
29563,9,0.341,32,9,1,7,20,Kolkata,1,1,0
65769,4,0.188,53,14,0,3,197,Lucknow,1,1,0
85952,8,3.2840000000000007,70,2,1,5,291,Lucknow,0,1,0
69273,5,0.915,20,21,0,2,148,Pune,1,1,0
44250,0,0.537,21,8,0,7,380,Lucknow,1,1,0
22121,16,2.9120000000000004,22,31,1,7,362,Jaipur,0,1,0
101970,0,0.484,67,6,0,2,516,Mumbai,0,1,0
65037,0,0.609,43,30,0,8,337,Hyderabad,1,1,0
23007,0,1.7575,42,5,0,4,419,Pune,1,0,0
71898,7,1.1325,27,6,0,8,341,Mumbai,1,0,0
88008,4,0.6075,25,3,0,6,528,Jaipur,1,0,0
34873,7,8.77,29,7,0,2,417,Patna,0,0,0
19795,0,0.743,20,7,0,5,173,Pune,1,1,0
104464,0,9.0,44,40,0,1,518,Mumbai,0,0,0
88798,14,2.045,67,25,0,5,495,Patna,1,0,0
72777,0,2.475,40,15,0,4,438,Patna,1,0,0
182823,5,1.92,57,28,0,2,387,Lucknow,0,0,1
115082,20,0.87,50,15,1,6,377,Patna,0,0,0
7189,0,0.337,31,0,0,3,440,Mumbai,1,1,0
14897,12,0.3225,40,0,0,5,320,Lucknow,1,0,0
110392,16,2.092,48,29,1,8,594,Jaipur,0,1,1
34897,9,0.633,30,0,1,5,3,Kolkata,1,1,0
75063,3,2.3120000000000003,29,12,0,3,262,Kolkata,0,1,0
15987,9,1.036,52,34,1,1,672,Jaipur,0,1,0
67396,11,2.2725,35,16,1,8,125,Hyderabad,1,0,0
11909,5,0.021,38,5,0,3,346,Patna,1,1,0
83313,4,1.3920000000000001,62,25,0,3,713,Jaipur,0,1,0
84444,10,2.8760000000000003,64,17,0,1,630,Jaipur,0,1,0
38705,9,7.67,59,19,1,4,444,Delhi,0,0,0
57489,11,1.6640000000000001,18,33,0,5,181,Pune,0,1,0
118892,3,0.17,55,6,0,5,587,Delhi,0,0,0
17023,19,6.18,58,9,0,2,524,Hyderabad,0,0,0
48138,2,0.063,59,6,0,8,436,Patna,1,1,0
33988,0,0.10800000000000001,64,8,0,6,213,Kolkata,1,1,0
69678,2,2.6,26,10,1,2,345,Mumbai,0,1,0
28395,0,0.31200000000000006,40,25,1,3,372,Hyderabad,1,1,0
119195,7,3.48,31,26,0,6,806,Jaipur,0,0,1
31751,11,1.9480000000000002,28,20,0,7,512,Patna,0,1,0
183876,5,9.79,24,30,0,5,511,Chennai,0,0,1
88798,9,2.4125,48,0,1,3,408,Mumbai,1,0,0
23521,0,1.04,41,32,0,1,285,Jaipur,1,0,0
83099,13,2.65,43,16,0,7,425,Patna,0,0,0
118385,16,1.212,47,19,0,0,336,Jaipur,0,1,0
46267,0,0.6725,51,16,0,8,151,Hyderabad,1,0,0
89187,2,1.33,63,31,0,7,393,Pune,1,0,0
41514,8,2.4280000000000004,55,22,0,2,480,Hyderabad,0,1,0
87177,14,1.956,22,14,0,3,200,Pune,0,1,0
60523,6,0.40800000000000003,22,24,1,3,523,Mumbai,1,1,0
39427,0,0.211,36,10,0,1,275,Delhi,1,1,0
21643,7,4.83,68,14,1,4,306,Hyderabad,0,0,0
51727,4,3.41,55,40,1,2,754,Patna,0,0,1
157077,9,5.42,45,4,1,0,429,Lucknow,0,0,1
124079,6,6.75,43,15,1,1,598,Chennai,0,0,1
80697,9,6.33,59,31,1,6,396,Jaipur,0,0,0
31029,3,4.62,40,21,0,0,576,Patna,0,0,0
57305,0,0.5559999999999999,63,23,1,1,284,Kolkata,1,1,0
62491,3,0.28500000000000003,66,4,0,6,172,Hyderabad,1,1,0
68451,0,0.06,47,29,1,0,451,Mumbai,1,0,0
125384,8,6.25,20,25,0,6,504,Kolkata,0,0,0
83926,20,2.53,45,16,0,7,402,Delhi,0,0,0
83637,0,1.6725,50,0,0,1,479,Lucknow,1,0,0
38778,3,1.8675,59,24,0,3,250,Kolkata,1,0,0
60598,5,3.664,20,26,0,6,218,Pune,0,1,0
70029,9,0.9580000000000001,22,0,0,0,306,Delhi,1,1,0
20410,0,0.011000000000000001,36,28,0,5,519,Mumbai,1,1,0
77539,5,9.9,59,6,1,4,345,Kolkata,0,0,0
92338,0,1.7075,65,9,1,5,313,Mumbai,1,0,0
65755,10,0.6440000000000001,18,22,0,7,517,Delhi,1,1,0
15635,0,0.0375,55,0,0,0,288,Patna,1,0,0
190006,17,8.61,26,1,0,2,421,Delhi,0,0,1
156330,1,1.45,22,12,1,8,548,Jaipur,0,0,0
40026,5,2.0925,63,2,1,7,326,Mumbai,1,0,0
7317,0,0.016,59,17,0,3,114,Chennai,1,1,0
43854,19,6.46,51,20,1,8,538,Pune,0,0,0
99013,2,1.74,54,1,0,6,255,Chennai,0,1,0
91256,15,2.01,50,39,0,1,468,Jaipur,0,0,0
117005,15,0.43200000000000005,42,19,1,0,227,Lucknow,0,1,0
74187,0,1.7600000000000002,59,16,0,0,249,Patna,0,1,0
81247,0,0.3075,46,7,0,2,627,Jaipur,1,0,0
127634,12,1.9440000000000002,42,4,0,1,334,Mumbai,0,1,0
35653,0,0.625,26,5,0,3,460,Hyderabad,1,1,0
61176,10,0.827,20,15,0,7,372,Mumbai,1,1,0
27550,15,2.716,32,3,0,4,381,Jaipur,0,1,0
105466,8,0.26,21,23,1,4,496,Hyderabad,0,1,0
48787,8,3.07,62,8,0,5,750,Hyderabad,0,0,0
13091,4,0.288,55,0,1,4,95,Mumbai,1,1,0
92984,2,9.15,37,8,1,4,795,Hyderabad,0,0,1
68398,3,0.868,66,9,0,6,361,Bhopal,1,1,0
31883,6,1.4800000000000002,40,35,0,5,636,Lucknow,0,1,0
35646,5,0.1775,54,10,0,1,297,Bhopal,1,0,0
16246,2,0.894,64,15,1,0,128,Patna,1,1,0
92979,8,3.5520000000000005,25,3,0,0,669,Bhopal,0,1,0
114611,0,3.4200000000000004,54,8,0,3,218,Delhi,0,1,0
54474,3,2.1125,62,24,0,1,577,Hyderabad,1,0,0
72522,0,1.2,50,0,0,5,469,Jaipur,1,0,0
104353,0,0.7080000000000001,50,34,0,8,631,Delhi,0,1,0
10159,9,1.1925,24,1,0,7,499,Delhi,1,0,0
48373,0,0.49500000000000005,39,3,1,3,108,Lucknow,1,1,0
154401,15,4.9,22,17,0,1,507,Patna,0,0,1
180937,16,5.39,63,13,0,0,540,Mumbai,0,0,1
34017,12,0.645,32,1,0,6,207,Jaipur,1,0,0
24746,4,0.36600000000000005,38,1,0,2,398,Pune,1,1,0
108808,15,4.34,42,17,1,5,561,Pune,0,0,0
99104,10,0.524,34,23,0,4,504,Patna,0,1,0
181597,1,4.55,67,0,1,4,670,Jaipur,0,0,1
24335,0,0.81,24,21,1,1,104,Bhopal,1,1,0
64233,0,3.312,67,14,0,8,277,Pune,0,1,0
21056,8,1.03,36,0,0,3,606,Bhopal,1,0,0
98369,18,5.19,69,34,0,0,395,Pune,0,0,1
26079,0,0.136,24,17,0,1,651,Patna,0,1,0
51961,0,0.674,57,32,1,8,45,Jaipur,1,1,0
85553,4,4.05,62,15,1,6,330,Bhopal,0,0,0
60383,0,1.1125,67,12,0,1,527,Mumbai,1,0,0
50577,8,3.4960000000000004,41,14,1,6,554,Lucknow,0,1,0
14949,5,1.848,28,4,1,3,561,Chennai,0,1,0
24333,6,0.084,58,6,0,1,668,Hyderabad,0,1,0
37675,13,0.908,18,6,0,3,488,Patna,0,1,0
148168,1,4.76,49,26,0,4,434,Lucknow,0,0,0
94243,0,1.06,57,16,0,3,447,Chennai,1,0,0
68144,2,2.15,70,13,0,2,318,Bhopal,1,0,0
22660,3,1.355,61,4,0,5,379,Patna,1,0,0
165787,17,6.9,19,16,1,0,423,Mumbai,0,0,1
175381,6,4.69,32,40,1,7,681,Patna,0,0,1
104747,2,1.7600000000000002,38,12,1,4,686,Bhopal,0,1,0
20105,2,4.46,41,25,0,7,408,Lucknow,0,0,0
47427,1,0.41100000000000003,67,0,1,3,40,Pune,1,1,0
60416,0,1.3475,34,0,0,3,564,Kolkata,1,0,0
17839,16,2.5,64,38,1,4,445,Patna,0,0,0
30001,0,0.891,69,24,0,4,175,Patna,1,1,0
58619,4,3.33,69,3,0,5,578,Delhi,0,0,0
37583,11,0.592,26,27,0,4,559,Kolkata,0,1,0
91478,10,0.388,52,25,0,4,344,Jaipur,0,1,0
57044,0,0.013000000000000001,37,0,1,7,485,Jaipur,1,1,0
32069,8,4.23,36,15,1,5,660,Mumbai,0,0,0
8054,0,0.188,35,28,0,1,172,Hyderabad,1,1,0
65466,0,0.022000000000000002,37,13,0,3,176,Delhi,1,1,0
99975,15,2.08,47,35,0,3,228,Kolkata,0,1,0
54977,7,0.68,57,29,0,4,110,Kolkata,1,1,0
53400,16,0.34400000000000003,18,34,1,5,389,Mumbai,0,1,0
88025,0,1.1525,41,16,0,4,274,Bhopal,1,0,0
77424,12,7.44,41,7,0,5,572,Mumbai,0,0,0
60603,0,9.86,64,16,0,7,754,Mumbai,0,0,0
110060,0,2.668,36,17,0,3,495,Mumbai,0,1,0
147503,15,2.45,47,11,0,2,514,Delhi,0,0,1
183553,3,7.17,43,32,1,8,629,Pune,0,0,1
38457,5,0.5980000000000001,59,14,0,2,143,Kolkata,1,1,0
101158,14,0.8480000000000001,61,11,0,7,533,Mumbai,0,1,0
118302,0,8.51,55,10,1,4,580,Delhi,0,0,0
80428,0,1.0675,46,4,0,8,441,Delhi,1,0,0
180814,18,9.62,30,34,0,2,605,Mumbai,0,0,1
22538,6,2.8920000000000003,21,26,0,7,658,Delhi,0,1,0
48948,6,1.6125,62,16,0,6,509,Hyderabad,1,0,0
163087,19,7.28,34,39,0,6,363,Mumbai,0,0,1
107870,0,1.195,50,0,0,8,384,Chennai,1,0,0
98264,14,1.2625,22,16,1,7,125,Hyderabad,1,0,0
55735,0,0.851,45,1,0,2,167,Pune,1,1,0
22896,3,6.81,41,16,1,5,654,Bhopal,0,0,0
64008,0,0.8970000000000001,34,0,0,5,172,Lucknow,1,1,0
64733,3,8.91,67,21,1,4,418,Jaipur,0,0,0
20306,9,0.976,56,29,0,2,225,Mumbai,1,1,0
61074,14,1.75,65,5,1,8,293,Kolkata,1,0,0
11190,11,1.255,57,18,0,6,248,Hyderabad,1,0,0
96664,13,0.664,61,19,0,3,366,Lucknow,0,1,0
30681,9,1.7625,63,9,0,5,182,Chennai,1,0,0
33681,8,2.92,68,12,1,4,573,Jaipur,0,0,0
70104,7,0.28300000000000003,28,0,0,0,209,Bhopal,1,1,0
42493,0,0.238,29,1,0,1,192,Bhopal,1,1,0
105276,16,3.5,30,36,0,0,711,Bhopal,0,1,1
34264,0,2.17,25,20,0,8,301,Bhopal,1,0,0
17640,5,1.5775,18,0,0,8,347,Patna,1,0,0
76247,2,1.8920000000000003,26,38,1,4,268,Jaipur,0,1,0
29693,10,2.688,45,10,0,7,323,Patna,0,1,0
49800,0,0.6070000000000001,19,16,0,3,249,Chennai,1,1,0
88198,14,1.04,31,21,0,0,344,Hyderabad,1,0,0
71697,10,0.95,30,11,0,3,287,Chennai,1,0,0
100099,11,1.532,65,36,0,6,289,Kolkata,0,1,0
126361,14,2.356,19,15,0,1,352,Patna,0,1,0
29209,0,0.6480000000000001,21,22,0,1,510,Delhi,1,1,0
52278,9,1.8079999999999998,29,28,1,5,476,Mumbai,0,1,0
65601,16,9.69,65,5,1,8,542,Jaipur,0,0,0
53128,0,0.084,27,20,0,2,208,Delhi,1,1,0
82216,0,1.3880000000000001,20,31,1,6,422,Hyderabad,0,1,0
168741,19,4.19,21,8,0,8,553,Bhopal,0,0,1
108365,11,0.068,23,36,1,8,261,Mumbai,0,1,0
107131,9,1.46,40,22,1,3,613,Mumbai,0,1,1
43228,13,2.74,22,15,1,1,774,Bhopal,0,0,0
64561,0,0.506,67,9,1,0,542,Bhopal,1,1,0
89562,0,1.344,20,18,0,5,183,Delhi,0,1,0
72955,2,2.904,27,1,0,4,373,Pune,0,1,0
41928,14,5.1,60,9,1,5,355,Mumbai,0,0,0
21659,14,0.52,36,11,1,6,440,Delhi,0,1,0
56592,13,1.875,31,9,0,8,499,Chennai,1,0,0
42510,0,0.2475,38,10,0,5,606,Chennai,1,0,0
44055,18,8.39,60,37,1,5,395,Patna,0,0,0
20696,0,0.931,45,28,0,2,335,Hyderabad,1,1,0
96912,18,3.22,38,26,1,7,628,Patna,0,0,0
83963,0,2.315,53,5,1,8,615,Delhi,1,0,0
68598,13,3.172,41,33,0,0,698,Mumbai,0,1,1
21304,15,9.22,55,1,1,5,424,Hyderabad,0,0,0
12289,0,1.665,34,24,1,6,379,Pune,1,0,0
175372,11,2.36,39,18,1,7,849,Hyderabad,0,0,1
60893,0,0.895,36,18,1,7,7,Jaipur,1,1,0
106006,13,1.84,62,29,0,6,672,Patna,0,0,1
88783,5,0.5325,27,0,0,7,341,Patna,1,0,0
51604,0,0.271,28,18,0,8,530,Chennai,1,1,0
64148,0,0.30400000000000005,55,12,0,6,349,Bhopal,1,1,0
18945,10,1.285,19,0,0,2,150,Hyderabad,1,0,0
11268,5,2.8520000000000003,50,24,0,8,537,Mumbai,0,1,0
77032,9,9.26,60,37,0,0,321,Hyderabad,0,0,0
40344,0,0.08800000000000001,48,9,0,7,288,Kolkata,1,1,0
153593,16,9.54,65,32,0,5,513,Bhopal,0,0,1
110209,0,3.6840000000000006,52,32,0,2,344,Pune,0,1,0
33474,12,0.54,54,31,1,8,439,Jaipur,0,0,0
106057,3,0.9,64,16,0,5,489,Kolkata,1,0,0
25281,0,0.8130000000000002,64,5,0,6,319,Pune,1,1,0
38758,12,2.4480000000000004,53,37,0,1,588,Delhi,0,1,0
39150,0,3.116,40,37,0,0,617,Chennai,0,1,0
36301,0,0.7190000000000001,53,0,1,0,12,Kolkata,1,1,0
42684,0,1.988,57,17,1,2,680,Delhi,0,1,0
84184,17,0.41,56,9,0,2,325,Chennai,0,0,0
194017,8,5.84,43,34,1,7,833,Kolkata,0,0,1
10060,7,0.049,42,26,0,6,75,Hyderabad,1,1,0
77807,7,1.51,34,31,0,7,485,Chennai,1,0,0
54151,8,2.0,32,14,0,0,610,Chennai,1,0,0
19082,1,2.34,54,24,0,3,271,Kolkata,0,1,0
126672,9,9.97,62,0,0,7,565,Hyderabad,0,0,1
54387,10,1.8239999999999998,21,17,1,1,678,Hyderabad,0,1,0
75170,0,1.8725,39,6,0,6,289,Delhi,1,0,0
44348,11,1.6675,34,16,0,7,465,Bhopal,1,0,0
39722,7,0.9910000000000001,39,23,1,8,227,Patna,1,1,0
93258,16,7.13,34,19,0,6,502,Delhi,0,0,0
56840,1,0.164,31,8,0,8,445,Mumbai,1,1,0
84286,6,9.56,31,10,0,1,817,Patna,0,0,1
108269,15,6.68,34,12,0,0,431,Pune,0,0,0
48989,4,0.1475,25,16,0,0,364,Jaipur,1,0,0
29673,9,2.632,51,19,0,3,270,Mumbai,0,1,0
55381,0,3.532,43,24,0,0,305,Patna,0,1,0
35077,12,1.4425,62,22,0,6,591,Pune,1,0,0
105992,13,1.4160000000000001,47,0,1,7,421,Chennai,0,1,0
29408,0,0.8210000000000002,39,7,1,2,501,Lucknow,1,1,0
41168,0,0.783,33,19,0,0,386,Delhi,1,1,0
14190,6,1.36,47,12,0,2,126,Pune,1,0,0
34334,5,0.6160000000000001,33,29,0,1,267,Chennai,0,1,0
28198,7,0.251,55,0,0,5,144,Mumbai,1,1,0
12050,9,0.738,41,25,1,6,450,Chennai,1,1,0
56803,5,0.806,53,0,1,8,330,Patna,1,1,0
51265,1,1.116,52,28,1,4,343,Kolkata,0,1,0
15783,8,1.4720000000000002,23,2,0,3,521,Mumbai,0,1,0
114819,0,0.31200000000000006,21,32,1,0,180,Mumbai,0,1,0
33499,3,0.7130000000000001,35,2,0,5,119,Chennai,1,1,0
63278,0,0.004,23,0,0,7,463,Mumbai,1,1,0
7426,9,0.047,43,23,1,3,461,Jaipur,1,1,0
157055,4,0.04,54,17,1,0,348,Mumbai,0,0,0
61307,1,1.6125,44,11,0,4,446,Delhi,1,0,0
61233,5,1.0425,58,30,0,4,593,Bhopal,1,0,0
33133,1,2.98,28,39,0,1,667,Patna,0,0,0
161011,11,9.13,55,27,1,5,586,Kolkata,0,0,1
5641,0,0.193,33,4,0,8,23,Mumbai,1,1,0
46326,0,0.389,36,17,0,5,292,Kolkata,1,1,0
15237,2,0.9400000000000001,60,7,0,7,448,Mumbai,1,1,0
14184,4,1.708,70,24,0,2,242,Pune,0,1,0
33489,9,5.55,32,9,0,1,757,Lucknow,0,0,0
102318,0,0.2,43,20,0,3,649,Jaipur,1,0,0
28676,0,3.16,58,37,0,8,592,Mumbai,0,1,0
75021,13,1.6920000000000002,48,19,0,8,439,Kolkata,0,1,0
53248,5,2.0025,36,17,0,2,303,Bhopal,1,0,0
60179,0,0.254,68,23,0,0,47,Lucknow,1,1,0
18567,4,1.688,41,38,1,0,326,Lucknow,0,1,0
166426,1,7.87,26,37,0,3,708,Kolkata,0,0,1
122864,0,3.8960000000000004,40,23,1,3,619,Delhi,0,1,1
69016,9,0.24,21,30,0,5,637,Lucknow,0,1,0
13816,0,0.8119999999999999,27,31,0,4,228,Jaipur,1,1,0
196801,18,3.01,26,11,1,5,583,Bhopal,0,0,1
31334,6,1.3775,36,27,0,6,464,Pune,1,0,0
33658,6,2.9,32,9,1,6,563,Bhopal,0,0,0
19939,5,1.5325,68,0,0,8,497,Patna,1,0,0
194635,2,3.54,51,6,0,5,402,Bhopal,0,0,0
94854,2,0.835,59,22,1,7,142,Hyderabad,1,0,0
57015,0,0.095,36,18,0,1,412,Delhi,1,0,0
70659,0,0.147,66,0,0,7,266,Chennai,1,1,0
118850,11,9.17,69,2,1,8,828,Jaipur,0,0,1
116174,7,3.9920000000000004,38,39,0,3,655,Kolkata,0,1,1
152924,14,7.81,51,20,0,4,750,Bhopal,0,0,1
96604,0,1.1480000000000001,68,0,0,4,464,Patna,0,1,0
31083,7,0.40199999999999997,34,6,0,1,312,Delhi,1,1,0
76001,12,7.4,35,6,0,4,461,Pune,0,0,0
69795,3,0.969,34,6,0,8,121,Kolkata,1,1,0
75776,0,1.1375,19,16,0,3,600,Delhi,1,0,0
128556,5,3.3200000000000003,68,2,0,2,291,Patna,0,1,0
17246,1,0.9750000000000001,18,21,1,6,238,Jaipur,1,1,0
60013,0,0.8730000000000001,60,5,0,7,209,Patna,1,1,0
90939,10,2.27,27,3,1,5,648,Chennai,0,0,0
47338,0,0.032,54,35,0,5,690,Pune,0,1,0
54808,0,0.492,65,0,1,4,1,Jaipur,1,1,0
21710,6,5.31,22,4,0,5,760,Kolkata,0,0,0
92100,0,0.5025,29,16,0,8,601,Patna,1,0,0
108621,0,1.1400000000000001,53,30,0,1,420,Patna,0,1,0
186918,12,7.65,48,10,0,2,353,Jaipur,0,0,1
29145,0,1.175,55,0,1,0,586,Lucknow,1,0,0
153043,20,3.17,68,25,0,3,408,Mumbai,0,0,1
175211,5,6.23,26,1,0,1,579,Lucknow,0,0,1
65289,6,2.612,61,27,1,5,236,Lucknow,0,1,0
52391,10,1.9225,43,1,0,0,333,Mumbai,1,0,0
18844,0,0.15700000000000003,32,30,0,7,507,Chennai,1,1,0
21530,11,7.42,33,36,0,5,327,Chennai,0,0,0
14363,10,1.4975,30,30,0,8,323,Delhi,1,0,0
44436,0,0.145,42,12,0,5,664,Delhi,1,0,0
52321,0,0.777,47,19,0,6,308,Patna,1,1,0
96180,6,1.532,70,37,0,4,707,Jaipur,0,1,1
12437,2,1.32,24,32,0,7,522,Hyderabad,0,1,0
99255,0,1.7920000000000003,69,10,0,7,397,Hyderabad,0,1,0
68459,11,0.865,21,0,0,8,206,Delhi,1,0,0
50102,10,0.338,60,24,0,5,30,Lucknow,1,1,0
104087,3,8.08,57,2,0,0,399,Jaipur,0,0,0
31447,3,0.5,55,25,0,8,494,Kolkata,0,1,0
144951,19,9.71,47,14,1,2,794,Chennai,0,0,1
20846,9,2.22,27,40,0,8,650,Hyderabad,0,1,0
19290,5,0.4575,47,5,0,6,634,Patna,1,0,0
82843,20,1.31,56,22,1,2,630,Pune,0,0,0
19626,7,0.592,24,0,0,8,193,Bhopal,1,1,0
17033,6,2.532,53,35,0,6,370,Kolkata,0,1,0
139661,7,0.53,52,19,0,6,551,Kolkata,0,0,0
11498,0,0.6075,41,0,0,6,120,Jaipur,1,0,0
96630,10,3.18,56,32,0,1,638,Jaipur,0,1,1
140576,8,0.5,53,27,0,3,389,Chennai,0,0,0
27879,8,0.8550000000000001,62,29,0,7,517,Mumbai,1,1,0
52626,13,1.645,37,21,0,1,602,Hyderabad,1,0,0
81545,3,1.736,66,16,0,3,295,Mumbai,0,1,0
43073,8,0.34600000000000003,49,0,0,7,72,Hyderabad,1,1,0
24810,0,0.019000000000000003,56,19,1,2,155,Bhopal,1,1,0
171222,10,8.25,66,6,1,5,368,Patna,0,0,1
30453,10,0.572,43,27,0,1,650,Lucknow,0,1,0
122812,3,1.2400000000000002,43,16,0,7,671,Pune,0,1,0
24222,8,0.5690000000000001,53,31,1,7,299,Chennai,1,1,0
46602,0,0.246,60,0,0,0,143,Mumbai,1,1,0
87133,14,1.988,52,4,0,2,385,Bhopal,0,1,0
71481,17,8.09,60,13,1,1,706,Mumbai,0,0,1
16283,9,4.71,52,5,0,6,596,Bhopal,0,0,0
48691,6,9.49,29,6,0,6,828,Pune,0,0,1
52622,0,0.8480000000000001,50,8,0,3,136,Hyderabad,1,1,0
41170,0,3.33,53,8,1,7,518,Kolkata,0,0,0
