economy,economycode,regionwb,pop_adult,wpid_random,wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,account_fin,account_mob,fin1_1a,fin1_1b,fin2,fin4,fin4a,fin5,fin6,fin7,fin8,fin8a,fin8b,fin9,fin9a,fin10,fin10_1a,fin10_1b,fin10_1c,fin10_1d,fin10_1e,fin10a,fin10b,fin11_1,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin13_1a,fin13_1b,fin13_1c,fin13_1d,fin13_1e,fin13_1f,fin13a,fin13b,fin13c,fin13d,fin14_1,fin14_2,fin14_2_China,fin14a,fin14a1,fin14b,fin14c,fin14c_2,fin14c_2_China,fin16,fin17a,fin17a1,fin17b,fin20,fin22a,fin22b,fin22c,fin24,fin24a,fin24b,fin26,fin27_1,fin27c1,fin27c2,fin28,fin29_1,fin29c1,fin29c2,fin30,fin31a,fin31b,fin31b1,fin31b1_China,fin31c,fin32,fin33,fin34a,fin34b,fin34d,fin34e,fin35,fin37,fin38,fin39a,fin39b,fin39d,fin39e,fin42,fin42a,fin43a,fin43b,fin43d,fin43e,fin44a,fin44b,fin44c,fin44d,fin45,fin45_1,fin45_1_China,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,mobileowner,internetaccess,anydigpayment,merchantpay_dig,year
Nepal,NPL,South Asia,20742576.0,155640558,0.411757225183557,1,56.0,1,5,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,3.0,3.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,3,1,3,4,,3.0,,0,0,4,4,4,2.0,4,5.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,147085737,0.569076120813622,1,23.0,2,2,1.0,1.0,1,1,0.0,2.0,2.0,2,,,1.0,2.0,2.0,,,,1.0,2.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,2,,,1,2,2,,,,2,2,,2.0,2,2,1,,6,2.0,2.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,1.0,3.0,2.0,2.0,1.0,,3,2,2,3,2.0,2.0,,0,1,4,4,4,2.0,4,5.0,1,1,1,0.0,2021
Nepal,NPL,South Asia,20742576.0,206709555,0.771327256848464,1,40.0,1,2,1.0,1.0,1,1,0.0,2.0,1.0,2,,,2.0,2.0,2.0,,,,1.0,2.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1.0,2,2,1,1.0,2,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,1,2,1.0,2.0,,,1.0,1.0,2.0,2.0,1.0,,2,1,2,2,2.0,2.0,,1,1,4,1,4,2.0,2,5.0,2,2,1,0.0,2021
Nepal,NPL,South Asia,20742576.0,125860390,1.70684786236243,1,53.0,1,4,2.0,2.0,1,1,0.0,2.0,2.0,2,,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,1,2,1,,2,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,2,2,2,3,1.0,1.0,,0,1,4,4,4,4.0,4,5.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,175574315,0.794330063903398,1,17.0,2,2,1.0,1.0,1,1,0.0,2.0,1.0,2,,,2.0,2.0,2.0,,,,1.0,2.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,1.0,2,2,2,2.0,2,1.0,1.0,2.0,,,,1.0,1.0,,,1,2.0,2.0,,,1.0,2,,,,,,,1,2,1.0,2.0,,,1.0,1.0,2.0,2.0,1.0,,1,1,2,2,4.0,1.0,,1,0,4,1,4,2.0,2,1.0,1,1,1,0.0,2021
Nepal,NPL,South Asia,20742576.0,178880737,1.19789245474837,2,71.0,1,3,1.0,1.0,1,1,0.0,1.0,1.0,2,,,2.0,2.0,2.0,,,,2.0,,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,1,2,1.0,2.0,,,2.0,,,,,,3,3,3,3,,3.0,,0,1,4,1,4,4.0,2,5.0,2,2,1,0.0,2021
Nepal,NPL,South Asia,20742576.0,122465837,1.05987029270444,2,22.0,2,3,2.0,1.0,1,1,0.0,2.0,2.0,2,,,2.0,2.0,2.0,,,,1.0,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,3,2.0,3.0,2.0,,,,1.0,2.0,2.0,2.0,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,3,3,3,3,,3.0,,1,1,4,4,4,4.0,4,4.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,139075667,0.893765255928975,1,28.0,2,3,1.0,1.0,1,1,0.0,2.0,2.0,2,,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2.0,2,2,1,,2,2.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,3,3,2.0,2.0,,1,1,4,4,4,4.0,4,5.0,1,1,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,120855806,1.30167513090168,2,53.0,1,3,1.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,1,1,1,,2,2.0,1.0,1.0,1.0,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,2,2,2,2,2.0,1.0,,0,1,4,4,4,4.0,4,1.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,146129595,1.06123635953371,1,32.0,1,5,1.0,1.0,1,1,0.0,2.0,1.0,2,,,2.0,2.0,2.0,,,,1.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2.0,2,1,2,,2,3.0,2.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,3,1,4.0,1.0,,1,1,4,4,4,4.0,2,5.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,135596182,0.285234718168938,1,40.0,2,4,2.0,2.0,1,1,0.0,2.0,2.0,2,,,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,1,2,1,,2,1.0,4.0,2.0,,,,2.0,,,,1,1.0,2.0,1.0,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,2,2.0,1.0,,0,1,4,4,4,4.0,1,5.0,1,1,1,0.0,2021
Nepal,NPL,South Asia,20742576.0,159115716,1.61536803168086,1,75.0,1,2,1.0,1.0,1,1,0.0,,,2,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,8,,,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,1,2,1.0,3.0,,,2.0,,,,,,2,1,2,6,2.0,1.0,,0,0,4,1,4,4.0,4,5.0,2,3,1,0.0,2021
Nepal,NPL,South Asia,20742576.0,188137301,0.438676691435685,2,27.0,2,4,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,1,,1,3.0,3.0,1.0,1.0,,,1.0,2.0,1.0,1.0,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,1,1,1,3,3.0,1.0,,0,1,4,4,4,2.0,2,1.0,1,1,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,143400314,0.385818228809499,2,42.0,2,1,1.0,1.0,1,1,0.0,1.0,2.0,2,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2.0,2,2,1,,2,1.0,3.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,1,1.0,1.0,2.0,,,2.0,2,2,,,,,1.0,1.0,2.0,2.0,2.0,2.0,1,1,1,1,1.0,1.0,,1,1,1,4,4,3.0,2,5.0,1,2,1,0.0,2021
Nepal,NPL,South Asia,20742576.0,167188323,0.438676691435685,2,28.0,2,5,1.0,1.0,1,1,0.0,2.0,2.0,1,2.0,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,1,,6,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,1,2.0,1.0,,1,1,4,4,4,4.0,2,5.0,1,1,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,112233761,0.34757584290349,1,20.0,2,5,1.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,5,1.0,1.0,2.0,,,,1.0,1.0,,,2,,,,,,2,,,,,,,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,2,3,3,3,,3.0,,0,0,4,4,4,2.0,4,1.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,148480642,0.741399397903385,1,72.0,1,3,2.0,2.0,1,1,0.0,2.0,1.0,2,,,2.0,2.0,2.0,,,,1.0,2.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,7,,,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,3,3,1.0,3.0,,0,0,4,4,4,4.0,4,5.0,2,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,199315002,0.933756296379364,1,39.0,1,4,1.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,3,1.0,1.0,2.0,,,,1.0,2.0,1.0,1.0,2,,,,,,1,2.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,2,2,1,2,3.0,2.0,,0,0,2,4,4,4.0,4,2.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,139101430,0.30851450448412,1,50.0,1,5,2.0,1.0,1,1,0.0,1.0,1.0,2,,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2.0,2,1,2,,3,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,3,1.0,2.0,,1,1,4,4,4,4.0,4,5.0,1,1,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,130494776,0.290616774042975,1,36.0,2,5,1.0,1.0,1,1,0.0,2.0,2.0,2,,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,1,,3,2.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,1,2,2,2,2.0,2.0,,0,1,4,4,4,2.0,2,5.0,1,1,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,207071737,0.97796315896003,2,69.0,1,4,1.0,1.0,1,1,0.0,1.0,1.0,2,,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,7,,,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,1,1.0,1.0,2.0,,,2.0,1,2,1.0,2.0,,,2.0,,,,,,2,2,2,2,4.0,3.0,,0,0,1,1,4,4.0,2,5.0,2,2,1,0.0,2021
Nepal,NPL,South Asia,20742576.0,165963532,0.832085065688124,1,35.0,1,4,2.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,2,2,2.0,2.0,,0,0,4,4,4,4.0,4,5.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,182171627,0.386829498891628,1,20.0,2,1,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,2.0,2.0,2,2,1,,3,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,1,2,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,1,1,1,2.0,2.0,,0,1,4,3,4,3.0,4,5.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,137335914,1.30715086945546,1,23.0,1,5,1.0,1.0,1,1,0.0,2.0,2.0,1,2.0,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,1.0,2,2,1,2.0,3,2.0,1.0,2.0,,,,1.0,2.0,2.0,1.0,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,2,2,2,2,2.0,2.0,,1,1,4,4,4,4.0,2,2.0,1,1,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,148628036,0.398752438445027,1,45.0,1,4,2.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,2,2,2,1,4.0,4.0,,0,1,4,4,4,4.0,4,5.0,2,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,208274483,1.6950559945778,2,18.0,1,4,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,1,1,1,,2,2.0,1.0,2.0,,,,1.0,1.0,,,1,2.0,2.0,,,1.0,1,2.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,1,1,2,2,2.0,1.0,,0,1,2,4,4,4.0,2,1.0,1,1,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,144841914,0.394534057303257,1,30.0,2,4,1.0,1.0,1,1,0.0,2.0,2.0,2,,,2.0,2.0,2.0,,,,2.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2.0,2,2,2,,3,2.0,1.0,2.0,,,,1.0,2.0,2.0,2.0,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,3,3,3,3,,2.0,,1,0,4,4,4,2.0,2,4.0,1,1,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,189537098,1.61079054845307,1,33.0,1,4,2.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,2.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,2.0,2,,,,,,,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,3,3,3,3,,3.0,,0,0,4,4,4,2.0,3,5.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,168538322,0.635479287228367,1,20.0,3,5,2.0,2.0,1,1,0.0,2.0,2.0,1,2.0,,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,1,2,,,,2,2,,2.0,2,2,2,,2,2.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,3,3,3,2,,3.0,,1,0,4,4,4,4.0,4,5.0,1,1,1,0.0,2021
Nepal,NPL,South Asia,20742576.0,135872740,0.78509975238648,1,26.0,2,3,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1.0,1,2,1,2.0,2,2.0,2.0,2.0,,,,1.0,1.0,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,3,2,2,1,2.0,1.0,,1,1,4,4,4,4.0,2,1.0,1,1,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,132682269,0.51910488740497,1,45.0,1,4,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,2.0,3.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,1.0,1.0,2.0,2.0,2.0,2.0,1,1,1,1,1.0,1.0,,0,0,4,4,4,3.0,4,5.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,192250704,0.375794890730972,1,63.0,1,1,2.0,1.0,1,1,0.0,2.0,1.0,2,,,2.0,2.0,2.0,,,,1.0,2.0,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1.0,1,2,1,2.0,2,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,1,2,1.0,2.0,,,2.0,,,,,,1,2,1,1,4.0,3.0,,1,1,4,1,4,4.0,2,5.0,1,2,1,0.0,2021
Nepal,NPL,South Asia,20742576.0,119458315,0.884342429645114,1,33.0,1,4,1.0,1.0,1,1,0.0,2.0,2.0,2,,,2.0,2.0,2.0,,,,1.0,2.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,1.0,2,2,2,1.0,3,1.0,4.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,2,2,2,2,2.0,2.0,,1,1,4,4,4,2.0,2,5.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,181166518,1.49736556843546,2,80.0,1,1,2.0,1.0,1,1,0.0,2.0,1.0,2,,,2.0,2.0,2.0,,,,1.0,2.0,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,7,,,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,1,2,1.0,2.0,,,2.0,,,,,,1,1,1,1,1.0,1.0,,0,0,4,1,4,4.0,4,5.0,2,2,1,0.0,2021
Nepal,NPL,South Asia,20742576.0,179791394,2.12887223484914,2,30.0,1,2,1.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,1,1,2,2,2.0,1.0,,0,0,4,4,4,2.0,4,5.0,2,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,148308043,2.82509332429633,2,18.0,1,1,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,1,2,1,,2,1.0,4.0,2.0,,,,2.0,,,,2,,,,,,1,2.0,2.0,2.0,1.0,,,3,2,,,,,2.0,,,,,,5,5,5,5,,2.0,,0,1,2,5,4,4.0,4,5.0,1,1,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,141502724,0.898052133233272,2,62.0,1,2,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,1.0,1.0,2.0,,,,1.0,2.0,1.0,2.0,1,2.0,2.0,,,1.0,1,2.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,1,1,2,4,1.0,1.0,,0,0,2,4,4,4.0,2,3.0,2,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,203518379,1.08552465061943,2,20.0,2,1,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,1,1.0,1.0,,0,0,4,4,4,4.0,4,5.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,166997078,2.59584092608771,2,36.0,1,4,1.0,1.0,1,1,0.0,2.0,2.0,2,,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,1,1,,3,3.0,3.0,2.0,,,,1.0,2.0,2.0,1.0,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,1,2,2,2,1.0,3.0,,0,1,4,4,4,2.0,2,2.0,1,1,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,152399344,1.04134010472135,2,48.0,1,3,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,1,,2,2.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,2,2,3,2,1.0,2.0,,0,1,4,4,4,2.0,2,5.0,2,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,115621470,1.52448792459955,1,16.0,1,5,2.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1.0,2,2,2,2.0,2,2.0,2.0,2.0,,,,1.0,2.0,1.0,1.0,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,2,1,3,3,2.0,1.0,,1,0,4,4,4,2.0,2,2.0,2,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,161887355,1.4799326961956,1,73.0,1,3,2.0,2.0,1,1,0.0,2.0,1.0,2,,,2.0,2.0,2.0,,,,1.0,2.0,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,1,2,1,,2,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,1,2,1.0,2.0,,,2.0,,,,,,2,1,1,2,2.0,1.0,,0,1,4,1,4,4.0,4,5.0,2,2,1,0.0,2021
Nepal,NPL,South Asia,20742576.0,129697704,0.265865641543961,2,72.0,2,2,1.0,1.0,1,1,0.0,1.0,1.0,2,,,2.0,2.0,2.0,,,,1.0,2.0,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,1,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,1,1,1.0,2.0,,,2.0,,,,,,1,1,2,1,2.0,1.0,,0,1,4,1,1,4.0,2,5.0,1,2,1,0.0,2021
Nepal,NPL,South Asia,20742576.0,135255623,2.61882384521527,1,40.0,1,1,1.0,1.0,1,1,0.0,2.0,1.0,1,1.0,2.0,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,8,,,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,1,2,2.0,2.0,2.0,2.0,2.0,,,,,,1,1,1,1,2.0,1.0,,0,0,4,3,4,4.0,4,5.0,1,2,1,0.0,2021
Nepal,NPL,South Asia,20742576.0,170934594,0.901929362205871,1,58.0,1,5,1.0,1.0,1,1,0.0,2.0,2.0,2,,,2.0,2.0,2.0,,,,1.0,2.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,1,3.0,2.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,3,1,1,3,2.0,3.0,,0,0,4,4,4,4.0,4,5.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,126917068,0.610450946668625,2,74.0,1,2,1.0,1.0,1,1,0.0,1.0,1.0,2,,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,5,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,1,1,2.0,2.0,1.0,,2.0,,,,,,2,2,2,2,2.0,3.0,,0,0,4,2,2,4.0,2,5.0,1,2,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,202035517,0.689939120320085,1,34.0,1,4,2.0,2.0,1,1,0.0,2.0,2.0,2,,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,2,2,2.0,3.0,,1,0,4,4,4,4.0,4,2.0,1,1,0,0.0,2021
Nepal,NPL,South Asia,20742576.0,134428541,0.823534826932206,1,75.0,1,3,2.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,1.0,1.0,1.0,1.0,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,1,2,2.0,2.0,1.0,,2.0,,,,,,1,1,1,1,1.0,1.0,,0,0,4,2,4,4.0,2,1.0,2,2,0,0.0,2021
